Address,City,Price,lot_size_m2,living_area_m2,Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,est_neigh_price_m2,rooms_total,bedrooms,Bathrooms,province_nl,price_per_sqm
Singel 250,Vlissingen,239500.0,173.0,94.0,1933,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3,F,Aan rustige weg en in woonwijk,Achtertuin en zonneterras,765,5,4.0,1,Zeeland,2547.872340425532
Waalsteenhof 15,Hillegom,649000.0,211.0,144.0,2017,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan park, aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",710,5,3.0,1,Zuid-Holland,4506.944444444444
De Gijster 72,Made,579000.0,527.0,137.0,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin,,6,4.0,1,Noord-Brabant,4226.2773722627735
Noordstraat 5,Poortvliet,415000.0,792.0,159.0,1915,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,F,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin",1.260,5,4.0,2,Zeeland,2610.062893081761
Muidenstraat 23,Emmeloord,285000.0,164.0,138.0,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.280,5,4.0,1,Flevoland,2065.217391304348
Buitenerf 132,Breda,390000.0,270.0,132.0,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Achtertuin,4.230,6,3.0,1,Noord-Brabant,2954.5454545454545
Fluitenkruid 4,Gorinchem,650000.0,287.0,162.0,2018,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,4,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050,7,6.0,1,Zuid-Holland,4012.3456790123455
Heukelom 7,Afferden (LI),749000.0,1.793,200.0,2004,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,A,Buiten bebouwde kom en open ligging,Tuin rondom,455,6,4.0,2,,3745.0
Maanglans 28,Amersfoort,419000.0,101.0,132.0,1997,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,Aan water en in woonwijk,Voortuin en zonneterras,€ 3.339,5,4.0,1,Utrecht,3174.242424242424
Emmapark 3,Wageningen,599000.0,129.0,140.0,1941,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,F,In centrum,Achtertuin en voortuin,2.920,6,5.0,1,Gelderland,4278.571428571428
Dwarsweg 4,Elp,485000.0,915.0,243.0,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met overig,4 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2,B,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht","Voortuin, zijtuin en zonneterras",320,4,2.0,1,Drenthe,1995.8847736625514
Van Lingelaan 81,Maarssen,689000.0,288.0,154.0,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan water en in woonwijk,Achtertuin en voortuin,,5,4.0,1,Utrecht,4474.025974025974
Lebuinusstraat 19,Doetinchem,530000.0,511.0,210.0,1979,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.930,7,4.0,1,Gelderland,2523.809523809524
Straat van Dover 88,Amersfoort,539000.0,133.0,125.0,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.325,5,4.0,1,Utrecht,4312.0
Trix Terwindtstraat 17,Spijkenisse,429900.0,165.0,132.0,1991,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.735,4,3.0,1,Zuid-Holland,3256.818181818182
Brouwhuis 49,Blokker,285000.0,140.0,110.0,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,,Achtertuin en voortuin,1.010,5,4.0,1,Noord-Holland,2590.909090909091
Liefkenshoek 26,Riel,600000.0,530.0,189.0,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.325,6,4.0,1,Noord-Brabant,3174.6031746031745
Mariënstein 84,Heiloo,495000.0,187.0,119.0,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.400,5,4.0,1,Noord-Holland,4159.663865546218
Cornelis Troostlaan 3,Heeze,800000.0,1.233,255.0,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3,A,,Achtertuin en voortuin,9.180,12,6.0,2,Noord-Brabant,3137.2549019607845
Boterbloem 17,Zeeland,419000.0,288.0,109.0,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin",4.875,5,3.0,1,Noord-Brabant,3844.0366972477063
Madernolaan 11,Eindhoven,425000.0,205.0,163.0,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.740,7,5.0,1,Noord-Brabant,2607.3619631901843
Laakboulevard 162,Amersfoort,649000.0,181.0,183.0,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.558,6,4.0,1,Utrecht,3546.448087431694
Mantingerzand 71,Ede,395000.0,145.0,115.0,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.025,5,3.0,1,Gelderland,3434.782608695652
Cor van Osnabruggelaan 98,Voorschoten,1175000.0,497.0,218.0,1995,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,2.820,6,4.0,2,Zuid-Holland,5389.908256880734
Stoelenmatter 20,Best,375000.0,154.0,103.0,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3,C,In woonwijk,Achtertuin en voortuin,1.685,5,3.0,1,Noord-Brabant,3640.776699029126
de Weide 8,Lopik,295000.0,148.0,108.0,1976,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,,Achtertuin en voortuin,5.530,4,3.0,1,Utrecht,2731.4814814814813
Jhr. Ruys de Beerenbroeckstraat 3,Veghel,365000.0,357.0,132.0,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350,6,5.0,1,Noord-Brabant,2765.151515151515
Meester Haddersstraat 12,Wijster,650000.0,1.674,186.0,1985,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (3 slaapkamers),1 badkamer,1,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin rondom,735,5,3.0,1,Drenthe,3494.6236559139784
Aalsburg 1420,Wijchen,375000.0,133.0,132.0,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.280,6,4.0,1,Gelderland,2840.909090909091
Eibert den Herderstraat 18,Harderwijk,375000.0,220.0,121.0,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,"Achtertuin, tuin rondom en voortuin",810,5,4.0,1,Gelderland,3099.1735537190084
Van Ekelenburgstraat 36,Nieuw-Amsterdam,250000.0,295.0,98.0,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.310,5,4.0,1,Drenthe,2551.0204081632655
Woude 36 D,de Woude,975000.0,990.0,297.0,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,2,A+++,Landelijk gelegen,Tuin rondom,165,9,8.0,3,Noord-Holland,3282.8282828282827
Amaliastein 82,Vianen (UT),850000.0,738.0,210.0,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,€ 3.817,6,5.0,2,,4047.6190476190477
Halve Maanstraat 12,Oostkapelle,599000.0,577.0,116.0,1991,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.505,4,2.0,2,Zeeland,5163.793103448276
Vliegent Hert 86,Lelystad,375000.0,167.0,146.0,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,770,5,3.0,1,Flevoland,2568.4931506849316
Populier 62,Best,350000.0,147.0,123.0,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In centrum en in woonwijk,Achtertuin en voortuin,3.335,4,4.0,1,Noord-Brabant,2845.528455284553
Julianastraat 55,Groot-Ammers,450000.0,390.0,152.0,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.570,6,5.0,1,Zuid-Holland,2960.5263157894738
Kennemerlaan 111,IJmuiden,575000.0,119.0,137.0,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,G,In centrum en in woonwijk,Achtertuin,2.150,5,4.0,2,Noord-Holland,4197.080291970803
Watermuntlaan 1,Oosthuizen,550000.0,295.0,110.0,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,D,In woonwijk,Achtertuin en voortuin,2.010,4,3.0,1,Noord-Holland,5000.0
Smederij 148,Dronten,550000.0,325.0,179.0,2015,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.580,6,5.0,1,Flevoland,3072.6256983240223
Hoofdvaart 175,Dedemsvaart,685000.0,1.37,155.0,1976,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,C,Vrij uitzicht,Tuin rondom,525,4,3.0,1,Overijssel,4419.354838709677
Ridderspoor 18,Krimpen aan den IJssel,450000.0,154.0,176.0,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.045,6,5.0,1,Zuid-Holland,2556.818181818182
Merelstraat 11,Neede,287500.0,238.0,107.0,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,,Achtertuin en voortuin,1.325,5,4.0,1,Gelderland,2686.9158878504672
Hollmanstraat 16,Sittard,250000.0,300.0,102.0,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.015,6,3.0,1,Limburg,2450.9803921568628
Kerkweg 49,Malden,325000.0,262.0,101.0,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,F,Aan drukke weg en in woonwijk,Achtertuin en voortuin,3.350,4,3.0,1,Gelderland,3217.8217821782177
Carolusgulden 3,Dronten,350000.0,231.0,91.0,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.055,4,3.0,1,Flevoland,3846.153846153846
Margrietstraat 2,Aalsmeer,435000.0,150.0,128.0,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,7.710,4,3.0,1,Noord-Holland,3398.4375
Pelsakker 54,Breda,425000.0,180.0,126.0,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.850,5,4.0,1,Noord-Brabant,3373.0158730158732
Rembrandtstraat 78,Nijmegen,725000.0,143.0,131.0,1936,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",6.170,7,4.0,1,Gelderland,5534.3511450381675
Watervogel 63,Lathum,545000.0,430.0,129.0,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2,B,"Aan rustige weg, aan water en vrij uitzicht",Tuin rondom,720,3,2.0,1,Gelderland,4224.806201550387
Bovenstreek 14,Groningen,775000.0,1.176,201.0,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met kunststof,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan rustige weg, bedrijventerrein en beschutte ligging","Achtertuin, voortuin en zijtuin",2.050,7,3.0,1,Groningen,3855.7213930348257
Kerkdijk 25,Achterveld (UT),390000.0,135.0,127.0,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.000,6,6.0,1,,3070.8661417322833
Staatssecretarislaan 144,Zwolle,475000.0,229.0,135.0,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.325,5,4.0,1,Overijssel,3518.5185185185187
Kastanjelaan 7,Lexmond,399000.0,175.0,128.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.020,6,5.0,1,Utrecht,3117.1875
Jolwerf 22,Gouda,395000.0,176.0,115.0,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,In woonwijk,"Achtertuin, voortuin en zijtuin",1.555,5,4.0,1,Zuid-Holland,3434.782608695652
Arnhemseweg 218 2,Apeldoorn,375000.0,187.0,103.0,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3,E,"Aan drukke weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,3.630,4,2.0,1,Gelderland,3640.776699029126
Wortelstraat 13,Harlingen,279500.0,103.0,113.0,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,D,"Aan rustige weg, beschutte ligging en in centrum",Patio/atrium,3.165,7,4.0,1,Fryslân,2473.451327433628
Berkenpark 8,Beuningen (GE),395000.0,146.0,106.0,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,2.805,4,3.0,1,,3726.4150943396226
St. Antoniuslaan 22,Sassenheim,295000.0,70.0,61.0,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Achtertuin en voortuin,1.720,3,2.0,1,Zuid-Holland,4836.065573770492
Diepvoorde 3015,Wijchen,219000.0,129.0,61.0,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.350,3,2.0,1,Gelderland,3590.1639344262294
Breeuwer 113,Hoorn (NH),325000.0,130.0,122.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.615,5,3.0,1,,2663.934426229508
Petrus Dorrstraat 12,Kerkrade,575000.0,512.0,165.0,2002,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.205,7,4.0,1,Limburg,3484.848484848485
Horusstraat 4,Almere,325000.0,69.0,72.0,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,A,In woonwijk,Achtertuin,7.270,3,2.0,1,Flevoland,4513.888888888889
Meester Sprenkelsstraat 2,Sint Anthonis,495000.0,904.0,165.0,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",3.280,6,5.0,1,Noord-Brabant,3000.0
Van Boetzelaerlaan 207,Den Haag,1150000.0,160.0,230.0,1917,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,8 kamers (6 slaapkamers),2 badkamers en 3 aparte toiletten,3,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin,9.775,8,6.0,2,,5000.0
Essenrode 12,Voorhout,550000.0,171.0,126.0,1982,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,Achtertuin en voortuin,1.320,5,4.0,1,Zuid-Holland,4365.079365079365
Adriaan van Ostadestraat 50,Almere,340000.0,130.0,109.0,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,6.260,5,4.0,1,Flevoland,3119.266055045872
Koningsspil 13,Wieringerwaard,395000.0,281.0,150.0,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,A,In woonwijk,Achtertuin,€ 2.291,5,4.0,1,Noord-Holland,2633.3333333333335
Chopinstraat 2,Castricum,575000.0,305.0,140.0,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.615,5,4.0,1,Noord-Holland,4107.142857142857
Zwaluwweg 67,Enkhuizen,300000.0,139.0,121.0,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,Achtertuin en voortuin,€ 2.300,4,3.0,1,Noord-Holland,2479.3388429752067
Zwanenveld 3115,Nijmegen,319000.0,226.0,128.0,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,4.685,6,5.0,1,Gelderland,2492.1875
Breedweerlaan 123,Heemskerk,389000.0,170.0,128.0,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Achtertuin en voortuin,2.775,5,4.0,1,Noord-Holland,3039.0625
Koriander 2,Gendringen,399500.0,295.0,145.0,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,,Voortuin en zijtuin,,4,3.0,1,Gelderland,2755.1724137931033
Savanne 103,Capelle aan den IJssel,385000.0,126.0,121.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,990,5,4.0,1,Zuid-Holland,3181.818181818182
Begoniastraat 41,Nieuw-Buinen,330000.0,764.0,159.0,1975,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zonneterras",€ 2.281,5,4.0,1,Drenthe,2075.4716981132074
Angeler 17,Nijkerk,539000.0,208.0,133.0,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,2.575,6,4.0,1,Gelderland,4052.6315789473683
Tongerseweg 91,Maastricht,575000.0,263.0,166.0,1950,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,E,Aan drukke weg,Achtertuin en voortuin,1.755,8,6.0,1,Limburg,3463.855421686747
